 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס,Address,Latitude,Longitude,מס מפלגה הכי נבחרת,מפלגה הכי נבחרת
ירושלים,3000,422,454,329,4,325,71,6,1,0,0,0,38,0,0,0,0,36,5,102,13,0,0,0,0,23,0,0,1,12,0,17,"רזיאל דוד,13 ",31.750036,35.232961,14,מחל
ירושלים,3000,423,434,313,0,313,28,3,1,0,0,0,28,0,0,0,0,21,26,144,6,0,0,0,0,18,0,0,0,18,0,20,"תמיר שמואל,74 ",31.820235,35.23695,14,מחל
ירושלים,3000,424,642,536,10,526,1,180,1,0,0,0,42,0,0,0,0,2,0,31,0,0,0,0,0,2,0,0,1,92,0,174,"נג'ארה,27 ",31.790609,35.191615,2,ג
ירושלים,3000,425,402,238,1,237,10,1,0,0,0,0,21,0,0,0,0,16,11,98,4,0,0,0,7,0,0,0,1,23,0,45,"דהומיי,6 ",31.756195,35.165522,14,מחל
ירושלים,3000,426,627,362,6,356,18,15,0,0,0,0,17,0,0,0,0,35,18,165,2,0,0,0,0,10,0,0,9,17,0,50,"בר יוחאי,53 ",31.75354,35.197873,14,מחל
ירושלים,3000,427,527,255,3,252,2,6,230,0,0,0,2,0,0,0,0,0,0,2,5,0,0,0,4,0,0,0,0,0,0,1,בית צפפה,31.749213,35.204071,3,ודעם
ירושלים,3000,428,608,380,4,376,76,11,4,0,0,0,64,0,0,0,0,32,4,111,32,0,0,0,0,22,0,0,3,9,0,8,"כובשי קטמון,15 ",31.765218,35.21151,14,מחל
ירושלים,3000,429,582,370,3,367,39,13,0,0,0,0,91,0,0,0,0,17,0,123,29,2,0,0,0,26,0,0,2,18,0,7,"הפלמ""ח,57 ",31.76422,35.207125,14,מחל
ירושלים,3000,430,577,408,2,406,84,12,8,0,0,0,79,0,0,0,0,32,2,101,50,0,0,0,0,15,0,0,4,11,0,8,"כובשי קטמון,15 ",31.765218,35.21151,14,מחל
ירושלים,3000,431,626,409,1,408,42,35,1,0,0,1,102,0,0,0,0,21,2,140,18,1,0,0,0,11,0,0,3,23,0,8,"כובשי קטמון,15 ",31.765218,35.21151,14,מחל
ירושלים,3000,432,691,449,2,447,82,33,3,0,0,0,97,0,0,0,0,18,8,110,41,1,0,0,0,16,0,0,1,28,0,9,"כובשי קטמון,15 ",31.765218,35.21151,14,מחל
ירושלים,3000,433,421,274,3,271,77,7,6,0,0,0,52,0,0,0,0,10,0,70,30,0,0,0,0,14,0,0,1,2,0,2,"כט' בנובמבר,13 ",31.766343,35.215624,1,אמת
ירושלים,3000,434,715,475,5,470,118,14,3,0,0,0,82,0,0,0,0,21,4,120,60,2,0,0,0,26,0,0,4,13,0,3,"כובשי קטמון,15 ",31.765218,35.21151,14,מחל
ירושלים,3000,435,566,365,2,363,98,7,6,0,0,0,44,0,0,0,0,24,1,81,72,1,0,0,0,18,0,0,5,5,0,1,"הגדוד העברי,22 ",31.767031,35.214505,1,אמת
ירושלים,3000,436,453,247,3,244,63,5,6,0,0,0,36,0,0,0,0,17,0,55,45,0,0,0,1,12,0,0,1,1,0,2,"עמק רפאים,22 ",31.764873,35.220969,1,אמת
ירושלים,3000,437,591,341,2,339,104,3,6,0,0,0,35,0,0,0,0,23,0,77,55,0,0,0,0,21,0,0,1,7,0,7,"מסריק,10 ",31.763311,35.220997,1,אמת
ירושלים,3000,438,643,409,4,405,78,5,5,0,0,0,38,0,0,0,0,28,3,159,44,1,0,0,0,29,0,0,2,5,1,7,"עמק רפאים,22 ",31.764873,35.220969,14,מחל
ירושלים,3000,439,683,442,2,440,81,31,6,0,0,0,60,0,0,0,0,24,2,134,64,0,0,0,0,16,1,0,0,14,0,7,"רחל אמנו,27 ",31.763829,35.213897,14,מחל
ירושלים,3000,440,676,435,8,427,102,4,7,0,0,0,53,0,0,0,0,32,5,127,50,1,1,0,0,27,0,0,2,6,0,10,"מסריק,10 ",31.763311,35.220997,14,מחל
ירושלים,3000,441,466,291,4,287,52,5,5,0,0,0,40,1,0,0,0,20,4,98,27,0,0,0,0,21,0,0,0,5,0,9,"רחל אמנו,27 ",31.763829,35.213897,14,מחל
ירושלים,3000,442,743,486,7,479,109,4,7,0,0,0,52,0,0,0,0,31,3,124,92,1,0,0,1,31,0,0,2,15,0,7,"כט' בנובמבר,13 ",31.766343,35.215624,14,מחל
ירושלים,3000,443,471,388,11,377,0,288,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,19,0,58,"הרב אבן דנן,30 ",31.781324,35.172492,2,ג
ירושלים,3000,444,433,340,1,339,110,3,1,0,0,0,15,0,0,0,0,30,10,94,30,0,0,0,0,41,0,0,0,3,0,2,"שד הרצל,137 ",31.777009,35.186142,1,אמת
ירושלים,3000,445,535,421,13,408,2,259,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1,31,0,101,"מעגלות הרב פרדס,39 ",31.839121,35.24546,2,ג
ירושלים,3000,450,698,521,11,510,5,388,1,0,0,0,5,0,0,0,0,4,0,12,1,0,0,1,0,2,0,0,0,40,0,51,"ירמיהו,5 ",31.792334,35.209964,2,ג
ירושלים,3000,451,538,335,10,325,30,7,1,0,0,0,19,0,0,0,0,12,79,127,9,0,0,0,0,23,1,0,3,6,0,8,"קדושי בבל,22 ",31.747945,35.238176,14,מחל
ירושלים,3000,452,462,274,7,267,59,3,1,0,0,0,47,0,0,0,0,20,5,70,30,2,0,0,0,17,0,0,0,12,0,1,"רחל אמנו,27 ",31.763829,35.213897,14,מחל
ירושלים,3000,453,555,469,0,469,0,422,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,7,0,31,"ראשון לציון,7 ",31.793445,35.201883,2,ג
ירושלים,3000,456,443,276,1,275,69,5,7,0,0,0,27,0,0,0,0,18,2,61,43,1,0,0,0,19,1,0,1,9,1,11,"יהודה,31 ",31.757719,35.217286,1,אמת
ירושלים,3000,457,382,194,1,193,1,0,184,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,0,0,0,0,0,1,0,בית צפפה,31.749213,35.204071,3,ודעם
ירושלים,3000,458,388,174,1,173,2,1,163,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,בית צפפה,31.749213,35.204071,3,ודעם
ירושלים,3000,459,521,406,3,403,58,4,0,0,0,0,54,0,0,0,0,40,1,172,22,0,0,0,0,25,0,0,1,14,0,12,"גנרל קניג פייר,16 ",31.755844,35.214574,14,מחל
ירושלים,3000,460,740,450,2,448,145,1,6,0,0,0,43,0,0,0,0,17,0,93,90,0,0,1,0,30,0,0,1,12,0,9,"דרך בית לחם,52 ",31.761047,35.222583,1,אמת
ירושלים,3000,461,692,439,6,433,116,5,3,0,0,1,51,0,0,0,0,34,1,110,66,0,0,1,0,15,0,0,2,10,0,18,"גדעון,14 ",31.760035,35.220355,1,אמת
ירושלים,3000,462,496,336,4,332,63,4,4,0,1,0,63,0,0,0,0,28,4,77,53,0,0,0,0,17,0,0,2,11,0,5,"דרך חברון,56 ",31.759513,35.223504,14,מחל
ירושלים,3000,463,557,321,3,318,68,4,4,0,0,0,39,0,0,0,0,15,2,113,32,0,0,0,1,12,0,0,3,10,0,15,"גדעון,14 ",31.760035,35.220355,14,מחל
ירושלים,3000,464,612,408,2,406,79,4,9,0,0,0,80,0,0,0,0,29,3,114,37,1,0,0,0,23,0,1,5,14,0,7,"יהודה,31 ",31.757719,35.217286,14,מחל
ירושלים,3000,465,590,434,1,433,28,3,25,0,0,0,62,0,0,0,0,22,6,204,9,0,0,0,1,29,2,0,4,20,1,17,"גנרל קניג פייר,16 ",31.755844,35.214574,14,מחל
ירושלים,3000,466,381,185,1,184,0,0,178,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,בית צפפה,31.749213,35.204071,3,ודעם
ירושלים,3000,467,753,496,7,489,60,0,2,0,0,0,62,0,0,0,0,31,7,212,28,1,0,0,0,23,0,1,5,20,0,37,"קבוץ גלויות,4 ",31.755908,35.219152,14,מחל
ירושלים,3000,468,705,511,2,509,130,7,3,0,0,1,43,0,0,0,0,39,7,147,63,1,0,0,1,40,0,2,5,8,0,12,"בית הערבה,7 ",31.750161,35.221764,14,מחל
ירושלים,3000,469,566,346,3,343,87,4,2,0,0,0,30,0,0,0,0,23,3,103,43,0,0,0,0,30,0,0,7,5,0,6,"בית""ר,8 ",31.754071,35.22444,14,מחל
ירושלים,3000,470,776,437,10,427,17,6,1,0,0,0,44,1,0,0,0,49,38,182,9,1,0,0,0,15,0,0,4,21,0,39,"דרך בית לחם,117 ",31.748581,35.216629,14,מחל
ירושלים,3000,471,699,435,1,434,50,3,10,0,0,0,67,0,0,0,0,33,6,166,28,2,0,0,0,22,1,0,5,17,0,24,"קבוץ גלויות,4 ",31.755908,35.219152,14,מחל
ירושלים,3000,472,677,458,2,456,123,2,3,0,0,0,45,0,0,0,0,35,3,123,71,1,0,0,0,24,0,0,4,10,0,12,"יהודה,31 ",31.757719,35.217286,1,אמת
ירושלים,3000,473,736,475,3,472,87,8,9,0,0,0,64,0,0,0,0,38,6,123,44,3,0,0,0,32,0,0,6,25,0,27,"קבוץ גלויות,4 ",31.755908,35.219152,14,מחל
ירושלים,3000,474,531,325,0,325,90,1,6,0,0,0,18,0,0,0,0,14,1,89,62,1,0,0,2,20,0,0,9,5,0,7,"נחשון,11 ",31.764225,35.22618,1,אמת
ירושלים,3000,475,320,158,1,157,45,2,2,0,0,0,8,0,0,0,0,10,0,47,23,0,0,0,0,8,0,0,0,7,1,4,"נחשון,11 ",31.764225,35.22618,14,מחל
ירושלים,3000,476,403,152,0,152,27,1,1,0,0,0,18,0,0,0,0,13,1,51,21,0,0,0,0,10,0,0,1,3,0,5,"קבוץ גלויות,4 ",31.755908,35.219152,14,מחל
ירושלים,3000,477,723,428,2,426,77,4,6,0,0,0,53,0,0,0,0,37,2,151,25,2,0,0,0,28,0,0,4,17,0,20,"דרך בית לחם,113 ",31.749646,35.217267,14,מחל
ירושלים,3000,478,548,325,4,321,30,4,3,0,0,0,35,0,0,0,0,32,8,136,12,1,0,0,0,15,0,0,9,20,0,16,"דרך בית לחם,117 ",31.748581,35.216629,14,מחל
ירושלים,3000,479,419,215,0,215,25,24,16,0,0,0,32,0,0,0,0,15,0,60,1,0,0,0,5,6,0,0,0,15,1,15,"דרך בית לחם,117 ",31.748581,35.216629,14,מחל
ירושלים,3000,480,693,442,3,439,118,4,3,0,0,0,26,0,0,0,0,32,3,135,62,3,0,0,1,30,0,0,4,9,0,9,"דרך בית לחם,113 ",31.749646,35.217267,14,מחל
ירושלים,3000,481,632,429,5,424,88,4,3,0,0,0,36,0,0,0,0,28,12,141,30,0,0,0,0,38,0,1,7,13,2,21,"דרך בית לחם,117 ",31.748581,35.216629,14,מחל
ירושלים,3000,482,568,324,0,324,107,3,2,0,0,0,27,0,0,0,0,24,4,75,45,0,0,0,0,27,0,0,2,5,1,2,"בית""ר,8 ",31.754071,35.22444,1,אמת
ירושלים,3000,483,434,251,4,247,60,2,3,0,0,0,27,0,0,0,0,17,4,77,26,0,0,0,0,14,0,0,4,8,0,5,"נחשון,11 ",31.764225,35.22618,14,מחל
ירושלים,3000,484,663,472,6,466,128,3,2,0,0,0,43,0,0,0,0,25,6,143,43,1,0,0,0,48,0,0,5,6,0,13,"דרך בית לחם,113 ",31.749646,35.217267,14,מחל
ירושלים,3000,485,502,356,3,353,70,3,8,0,0,0,35,0,0,0,0,25,10,119,33,0,0,0,0,24,0,0,3,13,0,10,"בית""ר,8 ",31.754071,35.22444,14,מחל
ירושלים,3000,486,766,483,16,467,31,5,4,0,0,0,34,0,0,0,0,44,11,236,6,0,1,0,0,13,0,2,2,37,1,40,"דרך בית לחם,117 ",31.748581,35.216629,14,מחל
ירושלים,3000,487,609,383,2,381,89,5,7,0,0,0,37,0,0,0,0,30,4,95,42,1,0,0,0,49,2,0,2,13,0,5,"בית""ר,8 ",31.754071,35.22444,14,מחל
ירושלים,3000,488,539,406,25,381,14,16,0,1,1,0,4,0,0,0,0,3,233,83,0,0,0,0,0,16,2,2,2,1,1,2,"כפר עציון,1 ",31.748136,35.22417,13,ל
ירושלים,3000,489,420,218,4,214,4,1,194,0,0,0,0,0,0,0,1,0,5,1,4,0,0,0,2,0,0,0,0,0,0,2,בית צפפה,31.749213,35.204071,3,ודעם
ירושלים,3000,490,692,423,3,420,110,0,6,0,0,0,56,0,0,0,0,25,7,96,62,0,0,0,0,27,0,1,6,17,0,7,"דרך בית לחם,113 ",31.749646,35.217267,1,אמת
ירושלים,3000,491,405,268,4,264,39,1,3,0,0,0,37,0,0,0,0,20,4,109,15,1,0,0,0,5,0,0,2,12,0,16,"דרך בית לחם,117 ",31.748581,35.216629,14,מחל
ירושלים,3000,496,391,160,5,155,8,4,130,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,5,0,0,0,1,0,0,0,בית צפפה,31.749213,35.204071,3,ודעם
ירושלים,3000,498,585,456,12,444,1,278,0,0,0,0,10,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,25,0,122,"מעגלי הרי""ם לוין,27 ",31.803055,35.216529,2,ג
ירושלים,3000,499,371,265,13,252,0,190,0,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,14,0,35,"מעגלי הרי""ם לוין,27 ",31.803055,35.216529,2,ג
ירושלים,3000,500,651,481,7,474,10,169,1,0,0,0,80,0,0,0,0,6,2,79,4,1,0,0,1,4,0,0,0,80,0,37,בתי מחסה,31.774366,35.233272,2,ג
ירושלים,3000,503,420,165,4,161,9,8,30,0,3,0,13,0,0,0,1,4,1,33,5,0,0,0,2,6,0,0,5,38,0,3,"גריק פטריאכט,26 ",31.768319,35.21371,24,קץ
ירושלים,3000,504,421,140,0,140,15,1,40,0,1,1,12,0,0,0,0,4,3,17,11,0,0,1,10,2,0,0,1,20,0,1,"גריק פטריאכט,26 ",31.768319,35.21371,3,ודעם
ירושלים,3000,505,432,156,4,152,27,5,23,0,0,0,11,0,0,0,0,8,3,26,19,0,0,2,3,9,1,0,1,12,0,2,"גריק פטריאכט,26 ",31.768319,35.21371,1,אמת
ירושלים,3000,506,445,253,0,253,9,91,3,0,0,0,43,0,0,0,0,2,3,35,6,0,0,0,1,1,0,0,1,51,0,7,בתי מחסה,31.774366,35.233272,2,ג
ירושלים,3000,507,604,370,2,368,8,93,1,0,0,0,87,0,0,0,0,6,0,69,2,2,0,0,0,2,0,0,2,66,0,30,בתי מחסה,31.774366,35.233272,2,ג
ירושלים,3000,521,473,77,0,77,12,0,2,0,0,0,17,0,0,0,0,8,5,9,12,1,0,0,0,6,0,0,1,4,0,0,"אצ""ל,20 ",31.801326,35.235429,7,טב
ירושלים,3000,530,708,470,2,468,145,5,14,0,0,0,32,0,0,0,0,33,1,128,46,0,0,0,0,40,0,1,5,10,0,8,"לוחמי הגטאות,7 ",31.80111,35.239659,1,אמת
ירושלים,3000,534,377,61,3,58,11,0,28,0,0,1,3,0,0,0,0,1,3,1,2,0,0,0,4,3,0,0,0,0,0,1,שייח' ג'ראח,31.794043,35.233471,3,ודעם
ירושלים,3000,535,361,79,1,78,8,0,47,0,0,0,7,0,0,0,0,0,0,6,3,0,0,0,7,0,0,0,0,0,0,0,שייח' ג'ראח,31.794043,35.233471,3,ודעם
ירושלים,3000,547,632,122,0,122,4,0,82,0,1,0,2,0,0,0,0,5,1,20,1,0,0,0,2,0,0,0,0,2,0,2,צור בחר,31.768319,35.21371,3,ודעם
ירושלים,3000,550,576,392,8,384,13,195,2,0,0,0,14,0,0,0,0,16,3,63,4,0,0,1,0,6,0,0,1,18,0,48,"ככר ארן זלמן,11 ",31.768319,35.21371,2,ג
ירושלים,3000,551,582,384,3,381,31,62,2,0,0,0,35,0,0,0,0,16,3,119,8,1,0,0,0,13,0,0,2,40,0,49,"ככר ארן זלמן,11 ",31.768319,35.21371,14,מחל
ירושלים,3000,552,560,321,16,305,15,92,0,0,0,0,15,0,0,0,0,7,2,60,1,0,0,0,0,15,0,0,0,30,0,68,"ככר ארן זלמן,7 ",31.768319,35.21371,2,ג
ירושלים,3000,553,564,318,7,311,15,164,0,0,0,0,21,0,0,0,0,3,0,39,3,0,0,0,0,4,0,0,0,11,0,51,"ככר ארן זלמן,7 ",31.768319,35.21371,2,ג
ירושלים,3000,554,503,389,19,370,0,289,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,19,0,53,"מעגלי הרי""ם לוין,27 ",31.803055,35.216529,2,ג
ירושלים,3000,555,626,425,10,415,6,219,0,0,0,0,36,0,0,0,0,1,1,42,4,0,0,0,0,3,0,0,0,35,0,68,"נטר,1 ",31.797043,35.225367,2,ג
ירושלים,3000,556,551,322,3,319,28,101,2,0,0,0,23,0,0,0,0,7,1,58,11,0,0,0,0,13,0,0,0,18,0,57,"ככר ארן זלמן,7 ",31.768319,35.21371,2,ג
ירושלים,3000,557,571,421,3,418,3,147,0,0,0,0,17,0,0,0,0,4,1,35,2,0,0,0,0,8,0,0,0,59,1,141,"נטר,1 ",31.797043,35.225367,2,ג
ירושלים,3000,558,553,406,15,391,8,125,0,0,0,0,17,0,0,0,0,4,2,46,0,1,0,1,0,8,0,0,1,56,0,122,"נטר,1 ",31.797043,35.225367,2,ג
ירושלים,3000,559,673,496,38,458,1,362,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,15,0,73,"מעגלי הרי""ם לוין,27 ",31.803055,35.216529,2,ג
ירושלים,3000,560,602,436,5,431,168,11,18,0,0,0,26,0,0,0,0,24,2,71,48,0,0,0,0,41,0,0,4,8,0,10,"לוחמי הגטאות,7 ",31.80111,35.239659,1,אמת
ירושלים,3000,561,680,379,6,373,70,38,16,0,0,0,26,0,0,0,0,20,7,82,38,1,0,0,2,28,0,0,4,25,0,16,"ההגנה,11 ",31.803522,35.23727,14,מחל
ירושלים,3000,562,556,310,1,309,73,11,15,0,0,0,22,0,0,0,0,22,11,88,35,2,0,0,0,13,0,0,2,7,1,7,"ההגנה,13 ",31.803409,35.23745,14,מחל
ירושלים,3000,563,670,425,4,421,43,100,3,0,0,0,37,0,0,0,0,11,3,99,17,0,0,0,0,11,0,1,1,40,1,54,"ככר ארן זלמן,11 ",31.768319,35.21371,2,ג
ירושלים,3000,564,461,331,7,324,1,215,0,0,0,0,6,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,1,18,0,66,"מעגלי הרי""ם לוין,27 ",31.803055,35.216529,2,ג
ירושלים,3000,565,517,332,2,330,99,16,5,0,0,0,32,0,0,0,0,18,4,74,35,1,0,0,1,25,0,1,2,10,0,7,"אצ""ל,20 ",31.801326,35.235429,1,אמת
ירושלים,3000,566,575,297,6,291,56,18,14,0,0,0,29,0,0,0,0,21,10,79,23,0,0,0,1,17,0,0,3,8,0,12,"אצ""ל,20 ",31.801326,35.235429,14,מחל
ירושלים,3000,567,736,542,0,542,61,16,0,0,0,0,58,0,0,0,0,38,31,194,17,0,0,0,0,34,0,0,2,35,0,56,"הגננת,29 ",31.729794,35.191082,14,מחל
ירושלים,3000,568,576,337,11,326,19,154,0,0,0,0,29,0,0,0,0,7,0,45,2,0,0,0,0,3,0,0,3,24,0,40,"ככר ארן זלמן,7 ",31.768319,35.21371,2,ג
ירושלים,3000,569,551,417,5,412,7,83,0,0,0,0,20,0,0,0,0,8,8,97,2,0,0,0,0,5,0,0,0,47,0,135,"נטר,1 ",31.797043,35.225367,26,שס
ירושלים,3000,572,379,242,6,236,6,57,0,0,0,0,9,0,0,0,0,10,16,59,1,0,0,0,1,11,0,0,1,12,0,53,"בלבן מאיר,6 ",31.844281,35.242217,14,מחל
ירושלים,3000,573,652,432,25,407,14,145,0,0,0,0,22,0,0,0,0,5,24,108,5,0,0,0,0,4,0,1,0,8,0,71,"שד נוה יעקב,38 ",31.838111,35.239418,2,ג
ירושלים,3000,574,583,316,10,306,8,31,5,0,0,0,9,0,0,0,0,19,22,100,1,1,0,0,1,14,0,0,2,15,0,78,"שד נוה יעקב,36 ",31.837985,35.239016,14,מחל
ירושלים,3000,575,631,444,12,432,3,109,1,0,0,0,13,0,0,0,0,5,46,97,3,0,0,0,0,8,0,0,6,13,0,128,"שד נוה יעקב,38ב",31.838274,35.236396,26,שס
ירושלים,3000,576,561,411,17,394,10,159,5,0,0,0,11,0,0,0,0,8,13,72,1,1,0,1,0,9,0,1,2,21,0,80,"בלבן מאיר,6 ",31.844281,35.242217,2,ג
ירושלים,3000,577,633,520,15,505,1,368,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,22,0,105,"מינץ,45 ",31.82313,35.192163,2,ג
ירושלים,3000,578,671,525,27,498,6,261,0,0,0,0,12,0,0,0,0,5,5,38,3,0,0,0,0,1,0,0,0,35,0,132,"מעוז,1 ",31.819983,35.202297,2,ג
ירושלים,3000,579,622,470,0,470,20,126,0,0,0,0,23,0,0,0,0,18,9,126,5,0,0,0,0,23,0,0,3,47,0,70,"בובליק גדליה,26 ",31.814752,35.202585,2,ג
ירושלים,3000,587,575,366,1,365,31,6,1,0,0,0,26,0,0,0,0,28,25,187,10,0,0,0,0,22,0,0,6,10,0,13,"קדושי בבל,22 ",31.747945,35.238176,14,מחל
ירושלים,3000,588,655,486,24,462,2,360,0,0,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,20,0,71,"מירסקי יצחק,10 ",31.820422,35.193601,2,ג
ירושלים,3000,589,570,456,18,438,5,250,0,0,0,0,5,0,0,0,0,4,0,22,1,1,0,0,0,4,0,1,0,23,0,122,"הרואה,21 ",31.768319,35.21371,2,ג
ירושלים,3000,590,704,444,3,441,42,10,3,0,0,0,74,0,0,0,0,38,18,167,14,0,0,0,0,19,0,1,3,44,0,8,"קדושי בבל,1 ",31.750548,35.23795,14,מחל
ירושלים,3000,591,721,431,4,427,50,5,1,0,0,0,38,0,0,0,0,50,32,147,19,1,0,0,0,26,0,0,10,19,1,28,"קדושי בבל,1 ",31.750548,35.23795,14,מחל
ירושלים,3000,592,540,381,2,379,50,3,0,0,0,0,30,0,0,0,0,42,14,170,8,0,0,0,0,25,0,0,1,11,0,25,"רזיאל דוד,29 ",31.750131,35.234193,14,מחל
ירושלים,3000,593,670,415,4,411,62,3,0,0,0,0,26,0,0,0,0,59,9,147,25,2,0,0,1,27,0,0,8,12,0,30,"רזיאל דוד,13 ",31.750036,35.232961,14,מחל
